WBAN Number|WMO Number|Call Sign|Climate Division Code|Climate Division State Code|Climate Division Station Code|Name|Location|Address|Latitude|Longitude|Ground Height|Station Height|Barometer Height|Time Zone
13837||DNL||||AUGUSTA, GA|DANIEL FIELD AIRPORT||33.28|-82.02|426|423|429|
13838||BFM||||MOBILE, AL|MOBILE DOWNTOWN AIRPORT||30.38|-88.04|75|26|78|
13839||DHN||||DOTHAN, AL|DOTHAN REGIONAL AIRPORT||31.19|-85.27|370|353|429|
13840||FFO||||DAYTON, OH|Wright-Paterson AFB Airport||39.50|-84.03|0|823|0|
13841||ILN||||WILMINGTON, OH|AIRBORNE AIRPARK AIRPORT||39.25|-83.49|1089|1071|1092|
13846||PAM||||PANAMA CITY, FL|Tyndall AFB Airport||30.04|-85.35|0|18|0|
13849||SSC||||SUMTER, SC|Shaw Air Force Base||33.58|-80.28|0|242|0|
13857||VAD||||VALDOSTA, GA|Moody AFB Airport||30.58|-83.11|0|235|0|
13858||VPS||||VALPARAISO, FL|Eglin AFB Airport||30.29|-86.32|0|87|0|
13860||WRB||||WARNER ROBINS, GA|Robins AFB Airport||32.38|-83.35|0|295|0|
13861|72213|AYS||09|9192|WAYCROSS, GA|WAYCROSS-WARE CO. AIRPORT||31.15|-82.24|0|142|0|
13864||MGE||||MARIETTA, GA|Dobbvins Air Reserve Base Airp||33.55|-85.31|0|1068|0|
13865|72234|MEI|09|22|5776|MERIDIAN, MS|KEY FIELD AIRPORT|NAT'L WEA SER OFC*P.O. BOX 4262, WEST STATION*MERIDIAN, MS  39304- 4262*|32.20|-88.45|289|310|292|
13866|72414|CRW|03|46|1570|CHARLESTON, WV|YEAGER AIRPORT|NAT'L WEA SER FCST OFC*YEAGER AIRPORT*501 EAGLE MT RD.*CHARLESTON,WV. 25311*|38.23|-81.35|1023|982|1026|
13868||PSK||||DUBLIN, VA|NEW RIVER VALLEY AIRPORT||37.08|-80.41|0|0|0|
13869||ABY||||ALBANY, GA|SW GEORGIA REGIONAL ARPT||31.32|-84.11|204|193|207|
13870||AMG|09|09|0211|ALMA, GA|BACON COUNTY AIRPORT||31.32|-82.31|193|206|196|
13871||ANB|04|01|0272|ANNISTON, AL|ANNISTON METROPOLITAN ARPT|CHIEF, FLIGHT SER STA*2506 OLD TALLADEGA*ANNISTON, AL.*36203*|33.35|-85.52|600|600|603|
13873|72311|AHN|02|09|0435|ATHENS, GA|ATHENS/BEN EPPS AIRPORT|NAT'L WEA SER OFC*1050 BEN EPPS DRIVE*ATHENS,GA.*30605*|33.57|-83.2|800|802|803|
13874|72219|ATL|02|09|0451|ATLANTA, GA|W B HARTSFLD/ATLA INTL APT|NAT'L WEA SER FOR OFC*1001 INTERNATIONAL BLVD.*AIRPORT INTERNATIONAL CTR*ATLANTA, GA.  30354|33.38|-84.26|971|1026|974|
13876|72228|BHM|02|01|0831|BIRMINGHAM, AL|BIRMINGHAM INTL AIRPORT||33.34|-86.45|636|630|639|
13877||TRI|01|40|1094|BRISTOL/JHNSN CTY/KNGSPRT, TN|TRI-CITIES RGNL TN/VA ARPT|NAT'L WEA SER OFC*TRI-CITY AIRPORT*P.O. BOX 1078*BLOUNTVILLE, TN   37617|36.29|-82.24|1536|1525|1539|
13878||SSI|09|09|1345|BRUNSWICK, GA|MALCOLM MC KINNON AIRPORT||31.09|-81.23|20|24|23|
13880|72208|CHS|07|38|1544|CHARLESTON, SC|CHARLESTON AFB/INTL ARPT|NAT'L WEA SER OFC*ATTN: MIC*INT'L AIRPORT, NWS BLDG.*CHARLESTON,   SC  29411*|32.54|-80.02|45|48|48|
13881|72314|CLT|05|31|1690|CHARLOTTE, NC|CHARL/DOUGLAS INTL AIRPORT||35.13|-80.56|721|769|724|
13882|72324|CHA|01|40|1656|CHATTANOOGA, TN|LOVELL FIELD AIRPORT|NAT'L WEA SER OFC*521 PINE GROVE TRAIL*CHATTANOOGA, TN 37421|35.02|-85.12|688|688|691|
13883|72310|CAE|06|38|1939|COLUMBIA, SC|COLUMBIA METROPOLITAN ARPT|NAT'L WEA SER OFC*COLUMBIA METROPOLITAN AIRPORT*2909 AVIATION WAY* WEST COLUMBIA, SC 29169-2102*|33.56|-81.07|240|225|243|
13884||CEW|01|08|1986|CRESTVIEW, FL|BOB SIKES AIRPORT|FAA*FLIGHT SER STA*P.O. BOX 845*CRESTVIEW, FL  32536|30.47|-86.31|182|185|185|
13886||GMU||||GREENVILLE, SC|GREENVILLE DOWNTOWN ARPT||34.51|-82.21|1034|1048|1037|
13889|72206|JAX|02|08|4358|JACKSONVILLE, FL|JACKSONVILLE INTL AIRPORT|NAT'L WEA SER OFC*13701 FANG DRIVE*JACKSONVILLE, FL.*32218*|30.29|-81.41|31|32|34|
13891|72326|TYS|01|40|4950|KNOXVILLE, TN|MC GHEE TYSON AIRPORT|NAT'L WEATHER SERVICE OFC*2019 CALLAHAN ROAD*LOUISVILLE, TN.37777*|35.49|-83.59|979|980|982|
13893|72334|MEM|04|40|5954|MEMPHIS, TN|MEMPHIS INTERNATIONAL ARPT||35.04|-89.59|283|332|286|
13894|72223|MOB|08|01|5478|MOBILE, AL|MOBILE REGIONAL AIRPORT|NAT'L WEA SER OFC*P.O. BOX 8903*MOBILE, AL.*36608*|30.41|-88.15|209|221|212|
13895|72226|MGM|06|01|5550|MONTGOMERY, AL|MONGRY RGNL(DANNELLY FD)AP|NAT'L WEA SER OFC*DANNELLY FIELD*ROUTE 17, BOX 600*MONTGOMERY, AL 36188*|32.18|-86.23|227|202|230|
13896||MSL|01|01|5749|MUSCLE SHOALS, AL|NORTHWEST ALABAMA RGNL APT|FLIGHT SER STATION/FAA*CAMPBELL DRIVE*MUSCLE SHOALS, AL.*35661*|34.45|-87.37|540|562|543|
13897|72327|BNA|03|40|6402|NASHVILLE, TN|NASHVILLE INTL AIRPORT|NAT'L WEA SER OFC*500 WEATHER STATION RD*OLD HICKORY,TN.*37138-1145*|36.07|-86.41|571|605|574|
13899|72222|PNS|01|08|6997|PENSACOLA, FL|PENSACOLA REGIONAL ARPT|FCWOS*2440 AIRPORT BLVD*PENSACOLA, FL.*32504*|30.28|-87.11|124|118|127|
13902||LTS||||ALTUS, OK|Altus AFB Airport||34.40|-99.16|0|1382|0|
13904||AUS|07|41|0429|AUSTIN/BERGSTROM, TX|AUSTIN-BERGSTROM INTL ARPT||30.11|-97.41|658|495|661|
13906||EFD||||HOUSTON, TX|Ellington Field Airport||29.37|-95.1|0|32|0|
13909||END||||ENID, OK|Vance Air Force Base||36.20|-97.55|0|1307|0|
13910||DYS||||ABILENE, TX|Dyess Air Force Base||32.25|-99.51|0|1789|0|
13911|722595|FWR||||FORT WORTH, TX|NAVAL AIR STATION|NAVAL TRAINING METEOROLOGY AND*OCEANOGRAPHY DETACHMENT*8100 W JEFFERSON  BLDG 20 (FORT WORTH DET)*DALLAS TX  75211-9518|32.46|-97.27|608|650|618|
13919||TIK||||OKLAHOMA CITY, OK|Tinker AFB Airport||35.25|-97.23|0|1291|0|
13920||FOE||||TOPEKA, KS|FORBES FIELD AIRPORT||38.57|-95.4|1050|1079|1053|
13925||SGT||||STUTTGART, AR|STUTTGART MUNICIPAL ARPT||34.36|-91.34|0|0|0|
13926||GVT||||GREENVILLE, TX|Majors Airport||33.04|-96.04|0|535|0|
13927||HKS||||JACKSON, MS|HAWKINS FIELD AIRPORT||32.20|-90.13|309|342|312|
13930||SZL||||KNOB NOSTER, MO|Whiteman AFB Airport||38.44|-93.33|0|871|0|
13932||WLD||||WINFIELD/ARKANSAS CITY, KS|STROTNER FIELD AIRPORT||37.10|-97.02|1149|1160|1152|
13935||ESF||16|0104|ALEXANDRIA, LA|ESLER REGIONAL AIRPORT||31.23|-92.18|94|118|97|
13939||GLH||||GREENVILLE, MS|MID DELTA REGIONAL AIRPORT||33.29|-90.59|126|129|150|
13940||GBD||||GREAT BEND, KS|GREAT BEND MUNICIPAL ARPT||38.20|-98.52|0|0|0|
13941||CWF||||LAKE CHARLES, LA|CHENNAULT INTERNATIONAL AP||30.13|-93.08|0|0|0|
13942||MLU|02|16|6303|MONROE, LA|MONROE REGIONAL AIRPORT|FCWOS MONROE*5410 OPERATIONS ROAD*MONROE, LA.*71203*|32.31|-92.02|130|81|133|
13944||BAD||||BOSSIER CITY, LA|Barksdale Air Force Base||32.30|-93.4|0|166|0|
13945||FSI||||FORT SILL, OK|Henry Post AAF Airport||34.39|-98.18|0|1188|0|
13957|72248|SHV|01|16|8440|SHREVEPORT, LA|SHREVEPORT REGIONAL ARPT|NAT'L WEA SER OFC*SHREVEPORT REGIONAL AP*TERMINAL ANNEX, RM 204*SHREVEPORT, LA. 71109|32.27|-93.49|271|259|274|
13958|72254|ATT|07|41|0428|AUSTIN/CITY, TX|CAMP MABRY ARMY NTL GUARD||30.19|-97.46|648|658|651|
13959||ACT|03|41|9419|WACO, TX|WACO REGIONAL AIRPORT||31.37|-97.14|513|508|516|
13960|72258|DAL|03|41|2244|DALLAS, TX|DALLAS LOVE FIELD AIRPORT|FCWOS,LOVE FIELD TERM. BLDG*LOCK BOX #31,RM 405*DALLAS, TX.*75235*|32.51|-96.51|509|488|512|
13961||FTW|03|41|3284|FORT WORTH, TX|FT WORTH MEACHAM INTL ARPT||32.49|-97.22|702|706|705|
13962|72266|ABI|02|41|0016|ABILENE, TX|REGIONAL AIRPORT|NAT'L WEA SER OFC*2872 AIRPORT BLVD*ABILINE REG'NL AIRPORT*ABILINE,TX. 79602*|32.25|-99.41|1789|1790|1792|
13963|72340|LIT|05|03|4248|LITTLE ROCK, AR|ADAMS FIELD AIRPORT||34.45|-92.14|289|257|292|
13964|72344|FSM|04|03|2574|FORT SMITH, AR|FORT SMITH REGIONAL ARPT|NAT'L WEA SER OFC*MUNICIPAL ARPT*FORT SMITH, AR  72903|35.20|-94.22|477|462|480|
13966|72351|SPS|02|41|9729|WICHITA FALLS, TX|SHPRD AFB/WICTA FAL MU APT|NAT'L WEA SER OFC*RT. 4, BOX 3 *WICHITA FALLS, TX. 76301|33.59|-98.29|1010|1030|1013|
13967|72353|OKC|05|34|6661|OKLAHOMA CITY, OK|WILL ROGERS WORLD AIRPORT|NAT'L WEA SER FOR OFC*P.O. BOX 59997*WILL ROGERS APT-SO.MERIDIAN*OKLAHOMA CITY, OK. 73159*|35.23|-97.36|1281|1304|1284|
13968|72356|TUL|03|34|8992|TULSA, OK|TULSA INTERNATIONAL ARPT|NAT'L WEA SER OFC*GENERAL AVIATION BLDG. RM. 201*INT'L AP,6501 EAST APACHE*TULSA, OK  74115*|36.12|-95.53|739|676|742|
13969||PNC|02|34|7201|PONCA CITY, OK|PONCA CITY REGIONAL ARPT||36.44|-97.06|1010|998|1013|
13970|72230|BTR|06|16|0549|BATON ROUGE, LA|BAT RUGE METRO RYAN FLD AP|NAT'L WEA SER OFC*RYAN AIRPORT*P.O. BOX 74087*BATON ROUGE, LA  70874|30.32|-91.09|67|76|70|
13971||HRO|01|03|3165|HARRISON, AR|BOONE COUNTY AIRPORT||36.16|-93.1|1377|1385|1380|
13972||TYR||41|9207|TYLER, TX|TYLER POUNDS REGIONAL ARPT||32.21|-95.24|528|551|531|
13973|74740|JCT||41|4671|JUNCTION, TX|KIMBLE COUNTY AIRPORT||30.31|-99.46|1704|1749|1707|
13975||GAG|01|34|3407|GAGE, OK|GAGE AIRPORT|FCWOS-GAGE*P.O. BOX 38 MUNICIPAL AIRPORT*GAGE OK.*73843*|36.18|-99.46|2192|2202|2195|
13976||LFT|08|16|5026|LAFAYETTE, LA|LAFAYETTE REGIONAL AIRPORT||30.12|-91.59|38|42|41|
13977||TXK|07|03|7048|TEXARKANA, AR|TXRKNA RGNL-WEBB FLD ARPT|CHIEF, FAA ATCT/FAA*ROUTE 12, BOX 638A*TEXARKANA, AR  75502|33.27|-94.01|391|399|394|
13978||GWO|04|22|3627|GREENWOOD, MS|GREENWOOD-LEFLORE AIRPORT|FLIGHT SER STA/FAA*ROUTE 1, BOX 478*GREENWOOD, MS.*38930*|33.30|-90.05|146|133|149|
13981||CNU|09|14|1427|CHANUTE, KS|CHANUTE MARTIN JOHNSON APT||37.40|-95.29|975|1011|978|
13984|72458|CNK|02|14|1767|CONCORDIA, KS|BLOSSER MUNICIPAL AIRPORT||39.33|-97.39|1469|1484|1472|
13985|72451|DDC|07|14|2164|DODGE CITY, KS|DODGE CITY REGIONAL ARPT||37.46|-99.58|2587|2592|2590|
13986||HUT||14|3926|HUTCHINSON, KS|HUTCHINSON MUNICIPAL ARPT||38.04|-97.52|1520|1542|1523|
13987||JLN|04|23|4315|JOPLIN, MO|JOPLIN REGIONAL AIRPORT|WEATHER OFFICE*P.O. BOX 1355*JOPLIN, MO.*64802-1355*|37.09|-94.3|982|985|985|
13988||MKC|01|23|4359|KANSAS CITY, MO|C.R. WHEELER DOWNTOWN ARPT|KC DWTN. % NWS OFC/INTL AIRPORT*1236 MEXICO AVE*KANSAS CITY, MO.64153*|39.07|-94.35|746|750|749|
13989||EMP||14|2543|EMPORIA, KS|EMPORIA MUNICIPAL AIRPORT||38.20|-96.11|1205|1206|1208|
13993||STJ||23|7435|ST JOSEPH, MO|ROSECRANS MEMORIAL AIRPORT||39.46|-94.55|825|818|828|
13994|72434|STL|02|23|7455|ST LOUIS, MO|LAMBERT-ST LOUIS INTL ARPT|MIDWEST WEATHER, INC.*6185 AVIATION DRIVE*ST. LOUIS, MO.*63134*|38.45|-90.22|707|710|710|
13995|72440|SGF|04|23|7976|SPRINGFIELD, MO|SPNGFLD-BRANSON REGL ARPT|NAT'L WEA SER OFC  *RT#6 BOX # 386-11*SPRINGFIELD, MO 65803-9573|37.14|-93.23|1277|1270|1280|
13996|72456|TOP|06|14|8167|TOPEKA, KS|PHILIP BILLARD MUNI ARPT|NAT'L WEA SER OFC*MUNICIPAL(PHILIP BILLARD)AIRPORT*1116 STRAIT AVENUE STREET*TOPEKA, KS  66616-1698|39.04|-95.38|880|885|883|
13997||VIH|05|23|8614|ROLLA/VICHY, MO|ROLLA NATIONAL AIRPORT||38.08|-91.46|1124|1137|1127|
14604||PQI||||PRESQUE ISLE, ME|NERN MAINE RGNL ARPT AT PRESQU||46.41|-68.02|0|0|0|
14605||AUG|02|17|0275|AUGUSTA, ME|AUGUSTA STATE AIRPORT||44.19|-69.48|359|360|362|
14606||BGR|02|17|0355|BANGOR, ME|BANGOR INTERNATIONAL ARPT|ATCT*BANGOR INTN'L AIRPORT, BLDG 508*BANGOR, ME.*04401*|44.49|-68.49|194|192|197|
14607|72712|CAR|01|17|1175|CARIBOU, ME|CARIBOU MUNICIPAL AIRPORT|NAT'L WEA SER OFC.,NOAA *664 MAIN ST.,MUNCIPAL AIRPORT*CARIBOU,ME.*04736*|46.52|-68.02|627|628|630|
14609||HUL|01|17|3892|HOULTON, ME|INTERNATIONAL AIRPORT||46.07|-67.47|493|476|496|
14610||MLT||17|5309|MILLINOCKET, ME|MILLINOCKET MUNICIPAL ARPT||45.39|-68.41|405|402|408|
14611|743920|NHZ||||BRUNSWICK, ME|NAVAL AIR STATION|NAVAL ATLANTIC METEOROLOGY AND*OCEANOGRAPHY FACILITY*P.O. BOX 57 NAVAL AIR STATION*BRUNSWICK  ME  04011-5000|43.54|-69.56|77|75|84|
14615||WVL||||WATERVILLE, ME|WATERVILLE ROBERT LAFLEUR ARPT||44.32|-69.41|0|0|0|
14616||BHB||||BAR HARBOR, ME|HANCOCK CO-BAR HARBOR ARPT||44.26|-68.22|0|0|0|
14702||BED||||BEDFORD, MA|LAURENCE G HANSCOM FLD APT||42.28|-71.17|166|133|169|
14703||CEF||||SPRINGFIELD/CHICOPEE,MA|Westover AFB/Metropolitan Airp||42.12|-72.32|0|245|0|
14704||FMH||||FALMOUTH, MA|Otis ANGB Airport||41.40|-70.31|0|132|0|
14706||WRI||||WRIGHTSTOWN, NJ|McGuire AFB Airport||40.01|-74.35|0|133|0|
14707||GON||||GROTON NEW LONDON, CT|GROTON-NEW LONDON AIRPORTT||41.20|-72.03|21|10|24|
14710||MHT||||MANCHESTER, NH|MANCHESTER AIRPORT||42.56|-71.26|266|232|269|
14711|72511|MDT|04|36|5703|HARRISBURG, PA|HARRISBURG INTL AIRPORT||40.11|-76.46|311|312|314|
14712||RDG||||READING, PA|RDNG RGNL/C A SPAATZ FD AP||40.22|-75.58|359|353|362|
14714||SWF||||NEWBURGH, NY|Stewart International Airport||41.30|-74.07|0|491|0|
14715||GTB||||FORT DRUM, NY|Wheeler-Sack AAF Airport||44.03|-75.43|0|691|0|
14719||FOK||||WESTHAMPTON BEACH, NY|FRANCIS S GABRESKI AIRPORT||40.50|-72.38|109|67|112|
14732|72503|LGA|04|30|5811|NEW YORK, NY|LA GUARDIA AIRPORT|WEA SER CONT MET OFC.*MARINE TERM.BLDG.3RD FLOOR*LAGUARDIA FIELD*FLUSHING, NY.11371*|40.47|-73.53|36|31|39|
14733|72528|BUF|09|30|1012|BUFFALO, NY|BUFFALO NIAGARA INTL ARPT|NAT'L WEA SER CONTRACT MET OBS*150 AMHERST VILLA ROAD  *CHEEKTOWAGA, N Y 14225|42.56|-78.44|714|705|717|
14734|72502|EWR|01|28|6026|NEWARK, NJ|NEWARK LIBERTY INTL ARPT||40.43|-74.1|25|30|28|
14735|72518|ALB|05|30|0042|ALBANY, NY|ALBANY INTERNATIONAL ARPT|NAT'L WEA SER OFC*ALBANY COUNTY AIRPORT*ALBANY,NEW YORK 12211|42.45|-73.48|278|292|281|
14736||AOO|08|36|0130|ALTOONA, PA|ALTOONA-BLAIR COUNTY ARPT||40.18|-78.19|1492|1469|1495|
14737|72517|ABE|02|36|0106|ALLENTOWN, PA|LEHIGH VALLEY INTL AIRPORT|NAT'L WEA SER OFC*GOVERNMENT BLDG*ALLENTOWN-BETHLEHEM-EASTON AP    *ALLENTOWN, PA   18103|40.39|-75.27|375|385|378|
14739|72509|BOS|03|19|0770|BOSTON, MA|GEN E L LOGAN INTL AIRPORT|NAT'L WEA SERVICE.*SUITE 102N MASS.TECH.CTR.*LOGAN INT'L AIRPORT*EAST BOSTON, MA 02128*|42.22|-71.01|19|30|180|
14740|72508|BDL|02|06|3456|WINDSOR LOCKS, CT|BRADLEY INTERNATIONAL ARPT|NAT'L WEA SER OFC.NOAA*BRADLEY FIELD*WINDSOR LOCKS,CT.*06096*|41.56|-72.41|162|179|165|
14742|72617|BTV|02|43|1081|BURLINGTON, VT|BURLINGTON INTL AIRPORT|NAT'L WEA SER OFC.,NOAA *BURLINGTON INTERNATIONAL AIRPORT*BURLINGTON, VT*05403*|44.28|-73.09|345|340|348|
14745|72605|CON|02|27|1683|CONCORD, NH|CONCORD MUNICIPAL AIRPORT||43.12|-71.3|340|346|343|
14747||DKK||||DUNKIRK, NY|CHAUTAUQUA CO/DUNKIRK ARPT||42.29|-79.16|664|693|667|
14748||ELM||30|2615|ELMIRA/CORNING, NY|ELMIRA/CORNING RGNL ARPT||42.10|-76.53|990|954|993|
14750||GFL|05|30|3294|GLENS FALLS, NY|FLOYD BENNETT MEMO AIRPORT||43.20|-73.37|320|333|340|
14751|72511|CXY|04|36|3699|HARRISBURG, PA|CAPITAL CITY AIRPORT||40.13|-76.51|347|347|350|
14752||HFD||06|3451|HARTFORD, CT|HARTFORD-BRAINARD AIRPORT||41.44|-72.39|15|19|18|
14753|74492|MQE|02|19|0736|MILTON, MA|BLUE HILL OBSERVATORY|NAT'L WEA SER OFC.*BLUE HILL OBSERVATORY*MILTON,MA.*02186*|42.13|-71.07|654|635|657|
14755|72613|MWN|01|27|5639|MT. WASHINGTON, NH|MT. WASHINGTON OBSERVATORY|MT.WASHINGTON OBSERVATORY*P.O. BOX 2310*NORTH CONWAY, NH.*03860-2310*|44.16|-71.18|6262|6267|6274|
14756||ACK||19|5159|NANTUCKET, MA|NANTUCKET MEMORIAL AIRPORT||41.15|-70.04|54|47|57|
14757||POU|05|30|6820|POUGHKEEPSIE, NY|DUTCHESS COUNTY AIRPORT||41.38|-73.53|152|162|155|
14758||HVN||||NEW HAVEN, CT|TWEED-NEW HAVEN AIRPORT||41.16|-72.53|3|13|14|
14762||AGC||36|6992|PITTSBURGH, PA|ALLEGHENY COUNTY AIRPORT||40.21|-79.55|1278|1273|1281|
14763||PSF||||PITTSFIELD, MA|PITTSFIELD MUNICIPAL ARPT||42.26|-73.17|1166|1194|1169|
14764|72606|PWM|03|17|6905|PORTLAND, ME|PORTLAND INTL JETPORT ARPT|NOAA-NWS FCST OFC*4 AL MCKAY AVE*PORTLAND INTL JET PORT*PORTLAND, ME. 04102*|43.38|-70.18|69|63|72|
14765|72507|PVD|01|37|6698|PROVIDENCE, RI|THEODORE F GREEN STATE APT|NAT'L WEA SER OFC NOAA  *T.F. GREEN AIRPORT*WARWICK, RI. 02886|41.43|-71.26|50|62|53|
14768|725291|ROC|09|30|7167|ROCHESTER, NY|GTR ROCHESTER INTL AIRPORT|NAT'L WEA SER OFC.,NOAA*GREATER ROCHESTER INTL APT*ROCHESTER, NY.*14624*|43.07|-77.41|585|555|588|
14770||SEG||||SELINSGROVE, PA|PENN VALLEY AIRPORT||40.49|-76.52|441|450|444|
14771|72519|SYR|00|30|8383|SYRACUSE, NY|SYRACUSE HANCOCK INTL ARPT|NAT'L WEA SER OFC.,NOAA *HANCOCK AIRPORT*NORTH SYRACUSE, NY. 13212|43.07|-76.06|414|417|417|
14775||BAF||||WESTFIELD/SPRINGFIELD, MA|BARNES MUNICIPAL AIRPORT||42.10|-72.43|273|271|276|
14777|72513|AVP|01|36|9705|WILKES-BARRE/SCRANTON, PA|W-BARRE/SCRANTON INTL ARPT|NAT'L WEA SER OFC.,NOAA *CENTRAL TOWER BUILDING*WILKES-BARRE SCRANTON AIRPORT*AVOCA, PA. 18641*|41.20|-75.44|955|962|958|
14778|72514|IPT|05|36|9728|WILLIAMSPORT, PA|WILLIAMSPORT REGIONAL ARPT|NAT' WEA SER OFC*WILLIAMSPORT-LYCOMING COUNTY APT*ADMIN BLDG 2ND FLOOR*MONTOURSVILLE,PA. 17754*|41.14|-76.55|540|525|543|
14780|724090|NEL||||LAKEHURST, NJ||CHIEF PETTY OFFICER IN CHARGE*NAVOCEANCOMDET*NAEC*LAKEHURST, NJ  08733|40.02|-74.21|85|103|120|
14787||UUU||||NEWPORT, RI|NEWPORT STATE AIRPORT||41.32|-71.17|167|172|170|
14792||TTN||||TRENTON, NJ|TRENTON MERCER AIRPORT||40.17|-74.49|194|213|197|
14793|724086|NXX||||WILLOW GROVE, PA|WILLOW GROVE NAS|NAVAL TRAINING METEOROLOGY AND*OCEANOGRAPHY DETACHMENT*NAVAL AIR STATION*WILLOW GROVE  PA  19090-5010|40.12|-75.09|335|362|365|
14794||WST||||WESTERLY, RI|WESTERLY STATE AIRPORT||41.21|-71.48|69|81|72|
14804||MTC||||MOUNT CLEMENS, MI|Selfridge Air National Guard B||42.37|-82.5|0|580|0|
14808||OSC||||OSCODA, MI|OSCODA-WURTSMITH AIRPORT||44.27|-83.23|0|0|0|
14813||AKR||||AKRON, OH|AKRON FULTON INTL AIRPORT||41.02|-81.28|1094|1095|1097|
14815||BTL||||BATTLE CREEK, MI|W K KELLOGG AIRPORT||42.19|-85.15|952|939|955|
14817||CAD||||CADILLAC, MI|WEXFORD COUNTY AIRPORT||44.17|-85.25|0|0|0|
14819|72534|MDW||||CHICAGO, IL|CHICAGO MIDWAY INTL ARPT||41.47|-87.45|616|618|619|
14820|72524|CLE|03|33|1657|CLEVELAND, OH|CLEVELAND-HOPKINS INTL APT|NAT'L WEA SER FCST OFC*CLEVELAND HOPKINS INT'L AIRPORT*FEDERAL FACILITIES BUILDING*CLEVELAND, OH  44135*|41.24|-81.51|802|805|805|
14821|72428|CMH|05|33|1786|COLUMBUS, OH|PORT COLUMBUS INTL AIRPORT|NAT'L WEA SER OFC*PORT COLUMBUS INT'L AIRPORT*COLUMBUS,OH*43219*|39.59|-82.53|846|816|849|
14822|72537|DET||20|2102|DETROIT, MI|DETROIT CITY AIRPORT||42.25|-83.01|625|626|628|
14825||FDY|01|33|2786|FINDLAY, OH|FINDLAY AIRPORT||41.01|-83.4|797|812|800|
14826|72637|FNT|00|20|2846|FLINT, MI|BISHOP INTERNATIONAL ARPT|NAT'L WEA SER OFC*BISHOP AIRPORT*FLINT, MI 48507-3187|42.58|-83.45|780|766|783|
14827|72533|FWA|03|12|3037|FORT WAYNE, IN|INTERNATIONAL AIRPORT||41.01|-85.13|803|828|806|
14829||GSH||12|3413|GOSHEN, IN|GOSHEN MUNICIPAL AIRPORT||41.32|-85.47|827|827|830|
14833||JXN|09|20|4150|JACKSON, MI|JAKSON CO-RYNOLDS FLD ARPT||42.16|-84.28|1017|1020|1020|
14834||JOT||||JOLIET, IL|JOLIET REGIONAL AIRPORT||41.31|-88.1|0|0|0|
14835||LAF||||LAFAYETTE, IN|PURDUE UNIVERSITY AIRPORT|FAA-ATCT*PURDUE UNIVERSITY AIRPORT*LAFAYETTE,IN.47906-3372*|40.25|-86.56|596|637|604|
14836|72539|LAN|09|20|4641|LANSING, MI|CAPITAL CITY AIRPORT|NWS OFFICE-NOAA*CAPITOL CITY AIRPORT*3121 WEST CIRCLE DRIVE STE 3*LANSING, MI. 48906-2166*|42.47|-84.35|860|874|882|
14837|72641|MSN|08|47|4961|MADISON, WI|DANE CO RGNL-TRUAX FLD APT|NAT'L WEA SER 0FC*4309 INTERNATIONAL LANE*MADISON, WI.*53704-3163*|43.08|-89.21|857|866|860|
14839|72640|MKE|09|47|5479|MILWAUKEE, WI|GENERAL MITCHELL INTL ARPT|NAT'L WEA SER OFC*5300 SO. HOWELL AVE.*MILWAUKEE, WI 53207-6190|42.57|-87.54|677|693|680|
14840|72636|MKG|05|20|5712|MUSKEGON, MI|MUSKEGON COUNTY AIRPORT|NAT'L WEA SER OFC *MUSKEGON CO. ARPT*99 SINCLAIR DRIVE*MUSKEGON, MI. 49441-5586*|43.10|-86.14|656|633|659|
14841||PLN|03|20|6438|PELLSTON, MI|PTON RGL AP OF EMMET CO AP||45.34|-84.48|712|715|715|
14842|72532|PIA|04|11|6711|PEORIA, IL|GREATER PEORIA RGNL ARPT|NAT'L WEA SER OFC*GREATER PEORIA ARPT*AVIATION BLDG.*PEORIA, IL    61607-1290|40.40|-89.41|713|662|716|
14845||MBS|07|20|7227|SAGINAW, MI|MBS INTERNATIONAL AIRPORT||43.32|-84.05|663|670|666|
14847|72734|ANJ|02|20|7366|SAULT STE MARIE, MI|SU STE MRE MUNI/SASN FL AP|NWS OFFICE, NOAA*214 WEST 14TH AVENUE*SAULT STE. MARIE, MI.*49783-3552*|46.28|-84.22|724|724|727|
14848|72535|SBN|02|12|8187|SOUTH BEND, IN|SOUTH BEND REGIONAL ARPT||41.43|-86.2|777|773|780|
14850||TVC|03|20|8251|TRAVERSE CITY, MI|CHERRY CAPITAL AIRPORT|FAA/ATCT WEATHER OBSERVER*CHERRY CAPITAL AIRPORT*TRAVERSE CITY, MI.*49684*|44.44|-85.35|626|630|629|
14852|72525|YNG|03|33|9406|YOUNGSTOWN/WARREN, OH|YOUNGSTOWN-WARREN RGNL APT|NAT'L WEA SER OFC*MUNICIPAL AIRPORT*YOUNGSTOWN,OH 44501|41.15|-80.4|1190|1186|1193|
14853||YIP||||DETROIT, MI|WILLOW RUN AIRPORT||42.14|-83.32|706|716|709|
14858|72744|CMX|01|20|3908|HANCOCK, MI|HOUGHTON COUNTY MEMO ARPT||47.10|-88.29|1070|1079|1073|
14860|72526|ERI|00|36|2682|ERIE, PA|ERIE INTL/T. RIDGE FLD APT||42.05|-80.11|753|737|756|
14864||RQB||||BIG RAPIDS, MI|ROBEN-HOOD ARPT||43.43|-85.3|0|0|0|
